Date,"Item Code",Quantity,UoM,Division,"Req. No."
31/Jan/2022,"1455100                       ",5,"PACKS        ",60,RQN2201004302
31/Jan/2022,"1428100                       ",144,"PIECES         ",60,RQN2201004302
31/Jan/2022,"1407100                       ",5,"BOOKLETS        ",60,RQN2201004302
31/Jan/2022,"1433100                       ",12,"PIECEs          ",60,RQN2201004302
31/Jan/2022,"1460100                       ",5,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1113103                       ",1000,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1459100                       ",3,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1467100                       ",40,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1453100                       ",5,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1101159                       ",3,"BOOKLETS        ",60,RQN2201004302
31/Jan/2022,"1034100                       ",140,"ROLLS          ",60,RQN2201004302
31/Jan/2022,"1457100                       ",24,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1242102                       ",5,"BOXES            ",60,RQN2201004302
31/Jan/2022,"1150100                       ",1000,"SHEETS          ",60,RQN2201004302
31/Jan/2022,"1443100                       ",24,"PIECES        ",60,RQN2201004302
31/Jan/2022,"1101123                       ",50,"PIECESS       ",60,RQN2201004302
31/Jan/2022,"1162100                       ",30,"PIECES        ",60,RQN2201004302
31/Jan/2022,"1106101                       ",40,"PIECES       ",60,RQN2201004302
31/Jan/2022,"1225103                       ",1000,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1225101                       ",1000,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1101164                       ",1000,"PIECES      ",60,RQN2201004302
31/Jan/2022,"1408100                       ",50,"PIECES            ",60,RQN2201004302
31/Jan/2022,"1152101                       ",3,"PIECES      ",60,RQN2201004302
31/Jan/2022,"1439101                       ",100,"REAMS          ",60,RQN2201004302
31/Jan/2022,"1459101                       ",2,"PIECES          ",60,RQN2201004302
31/Jan/2022,"1571010                       ",100,"PIECES          ",60,RQN2201004302
