Date,"Item Code",Quantity,UoM,Division,"Req. No."
02/Sep/2021,"1150100                       ",5000,"SHEET          ",75,RQN2109002361
02/Sep/2021,"1225103                       ",2000,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1225101                       ",2000,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1455100                       ",10,"BUNDLE         ",75,RQN2109002361
02/Sep/2021,"1467100                       ",60,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1447100                       ",5,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1162100                       ",60,"BOOKLET        ",75,RQN2109002361
02/Sep/2021,"1101125                       ",60,"BOOKLET        ",75,RQN2109002361
02/Sep/2021,"1101123                       ",100,"BOOKLET        ",75,RQN2109002361
02/Sep/2021,"1101124                       ",100,"BOOKLET        ",75,RQN2109002361
02/Sep/2021,"BIO-000001                    ",100,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1101160                       ",2000,"PAD            ",75,RQN2109002361
02/Sep/2021,"1113103                       ",2000,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1306100                       ",5,"BOOKLET        ",75,RQN2109002361
02/Sep/2021,"1457100                       ",24,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1242102                       ",4,"BOX            ",75,RQN2109002361
02/Sep/2021,"1242101                       ",2,"BOX            ",75,RQN2109002361
02/Sep/2021,"1242100                       ",4,"BOX            ",75,RQN2109002361
02/Sep/2021,"1428100                       ",144,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1408100                       ",100,"BOX            ",75,RQN2109002361
02/Sep/2021,"1439101                       ",60,"REAM           ",75,RQN2109002361
02/Sep/2021,"1034100                       ",100,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1034101                       ",100,"PIECE          ",75,RQN2109002361
02/Sep/2021,"1166100                       ",2000,"SHEET          ",75,RQN2109002361
02/Sep/2021,"1433100                       ",24,"PIECE          ",75,RQN2109002361
02/Sep/2021,null,1,,75,RQN2109002361
