Date,"Item Code",Quantity,UoM,Division,"Req. No."
04/Jan/2022,"1439101                       ",80,"REAM           ",25,RQN2201004139
04/Jan/2022,"1242102                       ",150,"BOX            ",25,RQN2201004139
04/Jan/2022,"1407100                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1101151                       ",1500,"SHEET          ",25,RQN2201004139
04/Jan/2022,"1146100                       ",40,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1113103                       ",1000,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1408100                       ",100,"BOX            ",25,RQN2201004139
04/Jan/2022,"1428100                       ",144,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1459100                       ",5,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1537100                       ",10,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1146100                       ",20,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1426100                       ",20,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1166100                       ",500,"SHEET          ",25,RQN2201004139
04/Jan/2022,"1455100                       ",5,"BUNDLE         ",25,RQN2201004139
04/Jan/2022,"1225103                       ",1000,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1225102                       ",500,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1225101                       ",500,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1162100                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1101125                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1457100                       ",24,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1460100                       ",15,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1152101                       ",3,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1412100                       ",5,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1306100                       ",2,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1439101                       ",80,"REAM           ",25,RQN2201004139
04/Jan/2022,"1242102                       ",150,"BOX            ",25,RQN2201004139
04/Jan/2022,"1407100                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1101151                       ",1500,"SHEET          ",25,RQN2201004139
04/Jan/2022,"1146100                       ",40,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1113103                       ",1000,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1408100                       ",100,"BOX            ",25,RQN2201004139
04/Jan/2022,"1428100                       ",144,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1459100                       ",5,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1537100                       ",10,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1146100                       ",20,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1426100                       ",20,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1166100                       ",500,"SHEET          ",25,RQN2201004139
04/Jan/2022,"1455100                       ",5,"BUNDLE         ",25,RQN2201004139
04/Jan/2022,"1225103                       ",1000,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1225102                       ",500,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1225101                       ",500,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1162100                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1101125                       ",20,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1457100                       ",24,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1460100                       ",15,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1152101                       ",3,"BOOKLET        ",25,RQN2201004139
04/Jan/2022,"1412100                       ",5,"PIECE          ",25,RQN2201004139
04/Jan/2022,"1306100                       ",2,"BOOKLET        ",25,RQN2201004139
