Date,"Item Code",Quantity,UoM,Division,"Req. No."
29/Sep/2021,"1439101                       ",70,"REAM           ",25,RQN2109002525
29/Sep/2021,"1150101                       ",5,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1150100                       ",2000,"SHEET          ",25,RQN2109002525
29/Sep/2021,"1242102                       ",3,"BOX            ",25,RQN2109002525
29/Sep/2021,"1242100                       ",2,"BOX            ",25,RQN2109002525
29/Sep/2021,"1407100                       ",8,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1453100                       ",5,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1113103                       ",2000,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1408100                       ",50,"BOX            ",25,RQN2109002525
29/Sep/2021,"1456100                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1433100                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1433101                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1443100                       ",2,"DOZEN          ",25,RQN2109002525
29/Sep/2021,"1459100                       ",5,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1467100                       ",40,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1106101                       ",40,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1447100                       ",5,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1146100                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1426100                       ",40,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1166100                       ",1000,"SHEET          ",25,RQN2109002525
29/Sep/2021,"1049101                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1414100                       ",1,"DOZEN          ",25,RQN2109002525
29/Sep/2021,"1455100                       ",2,"BUNDLE         ",25,RQN2109002525
29/Sep/2021,"1428100                       ",144,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1152100                       ",1,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1225102                       ",500,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1225101                       ",500,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1225103                       ",1000,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1101123                       ",20,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1101124                       ",20,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1101125                       ",20,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1162100                       ",40,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1306100                       ",5,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1152106                       ",1,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1101106                       ",5,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1460100                       ",10,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1152101                       ",2,"BOOKLET        ",25,RQN2109002525
29/Sep/2021,"1101151                       ",1000,"SHEET          ",25,RQN2109002525
29/Sep/2021,"1113102                       ",1,"BOX            ",25,RQN2109002525
29/Sep/2021,"1457100                       ",12,"PIECE          ",25,RQN2109002525
29/Sep/2021,"BIO-000001                    ",140,"PIECE          ",25,RQN2109002525
29/Sep/2021,"1433102                       ",1,"PIECE          ",25,RQN2109002525
