Date,"Item Code",Quantity,UoM,Division,"Req. No."
30/Dec/2021,"1455100                       ",5,"PEICES        ",60,RQN2112004091
30/Dec/2021,"BIO-000001                    ",70,"PIECES         ",60,RQN2112004091
30/Dec/2021,"1428100                       ",144,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1407100                       ",5,"BOOKLET        ",60,RQN2112004091
30/Dec/2021,"1152105                       ",5,"BOOKLET        ",60,RQN2112004091
30/Dec/2021,"1306100                       ",5,"BOOKLET        ",60,RQN2112004091
30/Dec/2021,"1433100                       ",12,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1460100                       ",5,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1113103                       ",1000,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1414100                       ",5,"PEICES         ",60,RQN2112004091
30/Dec/2021,"1467100                       ",40,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1447100                       ",5,"PIECES         ",60,RQN2112004091
30/Dec/2021,"1101159                       ",5,"PAD            ",60,RQN2112004091
30/Dec/2021,"1034100                       ",140,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1457100                       ",48,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1242100                       ",3,"BOX            ",60,RQN2112004091
30/Dec/2021,"1242102                       ",5,"BOX            ",60,RQN2112004091
30/Dec/2021,"1443100                       ",36,"PIECES     ",60,RQN2112004091
30/Dec/2021,"1426100                       ",24,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1101123                       ",50,"PIECES       ",60,RQN2112004091
30/Dec/2021,"1162100                       ",30,"PIECES        ",60,RQN2112004091
30/Dec/2021,"1106101                       ",30,"PIECES   ",60,RQN2112004091
30/Dec/2021,"1225100                       ",500,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1225103                       ",1000,"PIECES         ",60,RQN2112004091
30/Dec/2021,"1225101                       ",1000,"PIECES          ",60,RQN2112004091
30/Dec/2021,"1101151                       ",1000,"SHEETS  ",60,RQN2112004091
30/Dec/2021,"1113102                       ",1000,"SHEETS       ",60,RQN2112004091
30/Dec/2021,"1101164                       ",1000,"SHEETS ",60,RQN2112004091
30/Dec/2021,"1408100                       ",50,"PIECES           ",60,RQN2112004091
30/Dec/2021,"1439101                       ",100,"REAM           ",60,RQN2112004091
