Date,"Item Code",Quantity,UoM,Division,"Req. No."
02/Feb/2022,"1408100                       ",144,"BOX            ",44,RQN2202004370
02/Feb/2022,"1443100                       ",12,"DOZEN          ",44,RQN2202004370
02/Feb/2022,"1101117                       ",5000,"SHEET          ",44,RQN2202004370
02/Feb/2022,"1150100                       ",6000,"SHEET          ",44,RQN2202004370
02/Feb/2022,"1225100                       ",500,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1225101                       ",500,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1225103                       ",500,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1242100                       ",500,"BOX            ",44,RQN2202004370
02/Feb/2022,"1242102                       ",500,"BOX            ",44,RQN2202004370
02/Feb/2022,"1242101                       ",500,"BOX            ",44,RQN2202004370
02/Feb/2022,"1459100                       ",05,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1467100                       ",40,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1407100                       ",4,"BOOKLET        ",44,RQN2202004370
02/Feb/2022,"1433100                       ",12,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1439101                       ",100,"REAM           ",44,RQN2202004370
02/Feb/2022,"1034100                       ",50,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1571025                       ",40,"LITRES         ",44,RQN2202004370
02/Feb/2022,"1457100                       ",24,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1455100                       ",07,"BUNDLE         ",44,RQN2202004370
02/Feb/2022,"1101151                       ",1000,"SHEET          ",44,RQN2202004370
02/Feb/2022,"1152101                       ",2,"BOOKLET        ",44,RQN2202004370
02/Feb/2022,"1428100                       ",144,"PIECE          ",44,RQN2202004370
02/Feb/2022,"1119100                       ",12,"PAD            ",44,RQN2202004370
02/Feb/2022,"1106101                       ",10,"BOOKLET        ",44,RQN2202004370
02/Feb/2022,"1101156                       ",2,"BOOKLET        ",44,RQN2202004370
02/Feb/2022,"1421100                       ",06,"PIECE          ",44,RQN2202004370
