Date,"Item Code",Quantity,UoM,Division,"Req. No."
08/Dec/2021,"1101129                       ",500,"SHEET          ",18,RQN2112004004
08/Dec/2021,"1101160                       ",2000,"PAD            ",18,RQN2112004004
08/Dec/2021,"1150100                       ",5000,"SHEET          ",18,RQN2112004004
08/Dec/2021,"1106101                       ",20,"BOOKLET        ",18,RQN2112004004
08/Dec/2021,"1101164                       ",500,"BOOKLET        ",18,RQN2112004004
08/Dec/2021,"1113103                       ",750,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1467100                       ",40,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1453100                       ",5,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1457100                       ",24,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1162100                       ",20,"BOOKLET        ",18,RQN2112004004
08/Dec/2021,"1101120                       ",500,"SHEET          ",18,RQN2112004004
08/Dec/2021,"1225103                       ",500,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1225102                       ",500,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1428100                       ",144,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1439101                       ",30,"REAM           ",18,RQN2112004004
08/Dec/2021,"1408100                       ",50,"BOX            ",18,RQN2112004004
08/Dec/2021,"1101151                       ",1000,"SHEET          ",18,RQN2112004004
08/Dec/2021,"1414100                       ",5,"DOZEN          ",18,RQN2112004004
08/Dec/2021,"1443100                       ",2,"DOZEN          ",18,RQN2112004004
08/Dec/2021,"1101115                       ",5,"       BOOKLET       ",18,RQN2112004004
08/Dec/2021,"1225100                       ",500,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1225101                       ",500,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1242102                       ",2,"BOX            ",18,RQN2112004004
08/Dec/2021,"1242100                       ",2,"BOX            ",18,RQN2112004004
08/Dec/2021,"1242101                       ",2,"BOX            ",18,RQN2112004004
08/Dec/2021,"1034100                       ",30,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1034102                       ",30,"PIECE          ",18,RQN2112004004
08/Dec/2021,"1152101                       ",1,"BOOKLET        ",18,RQN2112004004
08/Dec/2021,"BIO-000001                    ",70,ROLL,18,RQN2112004004
