Date,"Item Code",Quantity,UoM,Division,"Req. No."
06/Sep/2021,"1101164                       ",2,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1150100                       ",20000,"SHEET          ",55,RQN2109002391
06/Sep/2021,"1150101                       ",50000,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1414100                       ",12,"DOZEN          ",55,RQN2109002391
06/Sep/2021,"1106101                       ",60,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1225103                       ",1000,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1152101                       ",2,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1113103                       ",5000,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1225101                       ",1000,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1439101                       ",40,"REAM           ",55,RQN2109002391
06/Sep/2021,"1426100                       ",24,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1411100                       ",12,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1457100                       ",12,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1510101                       ",12,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1101151                       ",5000,"SHEET          ",55,RQN2109002391
06/Sep/2021,"1166100                       ",500,"SHEET          ",55,RQN2109002391
06/Sep/2021,"1034100                       ",100,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1455100                       ",20,"BUNDLE         ",55,RQN2109002391
06/Sep/2021,"1049100                       ",8,"EACH           ",55,RQN2109002391
06/Sep/2021,"1571004                       ",50,"ROLL           ",55,RQN2109002391
06/Sep/2021,"BIO-000001                    ",140,,55,RQN2109002391
06/Sep/2021,"1162100                       ",50,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1101125                       ",50,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1101123                       ",100,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1101124                       ",50,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1408100                       ",100,"BOX            ",55,RQN2109002391
06/Sep/2021,"1428100                       ",144,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1467100                       ",40,"PIECE          ",55,RQN2109002391
06/Sep/2021,"1113102                       ",1000,"BOX            ",55,RQN2109002391
06/Sep/2021,"1443100                       ",12,"DOZEN          ",55,RQN2109002391
06/Sep/2021,"1242100                       ",4,"BOX            ",55,RQN2109002391
06/Sep/2021,"1242101                       ",6,"BOX            ",55,RQN2109002391
06/Sep/2021,"1242102                       ",6,"BOX            ",55,RQN2109002391
06/Sep/2021,"1407100                       ",5,"BOOKLET        ",55,RQN2109002391
06/Sep/2021,"1571010                       ",100,"PIECE          ",55,RQN2109002391
