Date,"Item Code",Quantity,UoM,Division,"Req. No."
06/Dec/2021,"1106101                       ",100,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"BIO-000001                    ",140,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1152101                       ",5,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101159                       ",10000,"PAD            ",40,RQN2112003971
06/Dec/2021,"1101160                       ",10000,"PAD            ",40,RQN2112003971
06/Dec/2021,"1101164                       ",10000,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101123                       ",20,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101124                       ",20,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101120                       ",5000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1101138                       ",10000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1101139                       ",1000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1101151                       ",5000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1101147                       ",1000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1408100                       ",100,"BOX            ",40,RQN2112003971
06/Dec/2021,"1428100                       ",144,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1225103                       ",5000,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1225101                       ",5000,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1432100                       ",10,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1152104                       ",5,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101108                       ",500,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1439101                       ",100,"REAM           ",40,RQN2112003971
06/Dec/2021,"1150100                       ",5000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1467100                       ",40,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1426100                       ",20,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1455100                       ",10,"BUNDLE         ",40,RQN2112003971
06/Dec/2021,"1101117                       ",5000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1460100                       ",20,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1443100                       ",30,"DOZEN          ",40,RQN2112003971
06/Dec/2021,"1113103                       ",10000,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1457100                       ",30,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1242102                       ",10,"BOX            ",40,RQN2112003971
06/Dec/2021,"1242100                       ",5,"BOX            ",40,RQN2112003971
06/Dec/2021,"1166100                       ",2000,"SHEET          ",40,RQN2112003971
06/Dec/2021,"1447100                       ",2,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1571010                       ",30,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1101121                       ",10,"ROLL           ",40,RQN2112003971
06/Dec/2021,"1101122                       ",5,"ROLL           ",40,RQN2112003971
06/Dec/2021,"1571009                       ",10,"ROLL           ",40,RQN2112003971
06/Dec/2021,"1049103                       ",50,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1034100                       ",50,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1034101                       ",50,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1146100                       ",20,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1433100                       ",20,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1414100                       ",20,"DOZEN          ",40,RQN2112003971
06/Dec/2021,"1225102                       ",10000,"PIECE          ",40,RQN2112003971
06/Dec/2021,"1407100                       ",10,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1301100                       ",20,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1239100                       ",1000,"PAD            ",40,RQN2112003971
06/Dec/2021,"1306100                       ",10,"BOOKLET        ",40,RQN2112003971
06/Dec/2021,"1101106                       ",10,"BOOKLET        ",40,RQN2112003971
