Date,"Item Code",Quantity,UoM,Division,"Req. No."
10/Aug/2021,"1004100                       ",30,"PIECE          ",72,RQN210800043
10/Aug/2021,"1101151                       ",2000,"SHEET          ",72,RQN210800043
10/Aug/2021,"1034100                       ",50,"PIECE          ",72,RQN210800043
10/Aug/2021,"1225103                       ",1000,"PIECE          ",72,RQN210800043
10/Aug/2021,"1225101                       ",1000,"PIECE          ",72,RQN210800043
10/Aug/2021,"1225102                       ",500,"PIECE          ",72,RQN210800043
10/Aug/2021,"1242102                       ",3,"BOX            ",72,RQN210800043
10/Aug/2021,"1242100                       ",3,"BOX            ",72,RQN210800043
10/Aug/2021,"BIO-000001                    ",140,10,72,RQN210800043
10/Aug/2021,"1439101                       ",50,"REAM           ",72,RQN210800043
10/Aug/2021,"1101124                       ",40,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1101123                       ",40,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1162100                       ",40,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1113103                       ",2000,"PIECE          ",72,RQN210800043
10/Aug/2021,"1455100                       ",5,"BUNDLE         ",72,RQN210800043
10/Aug/2021,"1457100                       ",24,"PIECE          ",72,RQN210800043
10/Aug/2021,"1443100                       ",24,"DOZEN          ",72,RQN210800043
10/Aug/2021,"1408100                       ",50,"BOX            ",72,RQN210800043
10/Aug/2021,"1428100                       ",144,"PIECE          ",72,RQN210800043
10/Aug/2021,"1460100                       ",24,"PIECE          ",72,RQN210800043
10/Aug/2021,"1467100                       ",40,"PIECE          ",72,RQN210800043
10/Aug/2021,"1459100                       ",4,"PIECE          ",72,RQN210800043
10/Aug/2021,"1106101                       ",20,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1306100                       ",10,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1146100                       ",4,"PIECE          ",72,RQN210800043
10/Aug/2021,"1433100                       ",24,"PIECE          ",72,RQN210800043
10/Aug/2021,"1101160                       ",7000,"PAD            ",72,RQN210800043
10/Aug/2021,"1101159                       ",7000,"PAD            ",72,RQN210800043
10/Aug/2021,"1152101                       ",1,"BOOKLET        ",72,RQN210800043
10/Aug/2021,"1426100                       ",4,"PIECE          ",72,RQN210800043
